level,composer,title
1,"Stock Aitken Waterman","Never Gonna Give You Up (Rick Astley - simplified)"
1,"The Killers","Mr. Brightside (The Killers - simplified)"
1,"Panic! At The Disco","I Write Sins Not Tragedies (Panic! At The Disco - simplified)"
1,"My Chemical Romance","Welcome to the Black Parade (My Chemical Romance - piano part)"
1,"Noel Gallagher","Wonderwall (Oasis - simplified)"
1,"Noel Gallagher","Don't Look Back in Anger (Oasis - simplified)"
1,"Radiohead","Creep (Radiohead - simplified)"
1,"The Beatles","Yesterday (The Beatles - simplified)"
1,"The Beatles","Hey Jude (The Beatles - simplified)"
1,"Elton John","Your Song (Elton John - simplified)"
1,"Elton John","Rocket Man (Elton John - simplified)"
1,"ABBA","Dancing Queen (ABBA - simplified)"
1,"Queen","Bohemian Rhapsody (opening section)"
1,"Queen","We Will Rock You / We Are the Champions (simplified)"
1,"Michael Jackson","Billie Jean (Michael Jackson - bassline with melody)"
1,"Claude-Michel Schönberg","On My Own (Les Misérables - simplified)"
1,"Claude-Michel Schönberg","I Dreamed a Dream (Les Misérables - simplified)"
1,"Andrew Lloyd Webber","The Phantom of the Opera (Main Riff)"
1,"Andrew Lloyd Webber","Memory (Cats - simplified)"
1,"Claude-Michel Schönberg","Castle on a Cloud (Les Misérables)"
1,"Richard Rodgers","My Favorite Things (The Sound of Music)"
1,"Richard Rodgers","Edelweiss (The Sound of Music)"
1,"Charles Strouse","Tomorrow (Annie)"
1,"Charles Strouse","Maybe (Annie)"
1,"Lionel Bart","Consider Yourself (Oliver!)"
1,"Lionel Bart","Food, Glorious Food (Oliver!)"
1,"Koji Kondo","Super Mario 64 - Dire, Dire Docks"
1,"Koji Kondo","Ocarina of Time - Title Theme"
1,"Koji Kondo","Majora's Mask - Clock Town"
1,"Kazumi Totaka","Link's Awakening - Tal Tal Heights"
1,"Koji Kondo","A Link to the Past - Hyrule Castle"
1,"Kenta Nagata","Wind Waker - The Great Sea"
1,"Toru Minegishi","Twilight Princess - Hyrule Field"
1,"Hajime Wakai","Skyward Sword - Fi's Theme"
1,"Manaka Kataoka","Breath of the Wild - Main Theme (simplified)"
1,"Kazumi Totaka","Animal Crossing - 7 PM"
1,"Manaka Kataoka","Animal Crossing: New Leaf - Title Theme"
1,"Eric Barone (ConcernedApe)","Stardew Valley - The Valley Comes Alive"
1,"Toby Fox","Undertale - Snowy"
1,"Toby Fox","Deltarune - Field of Hopes and Dreams"
1,"Nobuo Uematsu","Final Fantasy X - Spira's Theme"
1,"Nobuo Uematsu","Final Fantasy VIII - Balamb Garden"
1,"Yasunori Mitsuda","Chrono Trigger - Morning Sunlight"
1,"Gustavo Santaolalla","The Last of Us - The Choice"
1,"Bear McCreary","God of War (2018) - Main Theme (simplified)"
1,"Daniel Lanois","Red Dead Redemption 2 - Unshaken (simplified)"
1,"C418","Minecraft - Sweden"
1,"Martin O'Donnell & Michael Salvatori","Halo - Opening Suite (simplified)"
1,"Alan Silvestri","Back to the Future Theme (Simplified)"
1,"Michael Giacchino","The Incredibles - The Glory Days (Simplified)"
1,"Danny Elfman","Edward Scissorhands - Ice Dance (Simplified)"
1,"Danny Elfman","Batman Theme (1989 - Simplified)"
1,"Danny Elfman","The Nightmare Before Christmas - This Is Halloween (Simplified)"
1,"Bill Conti","Rocky - Gonna Fly Now (Simplified)"
1,"Alexander Courage","Star Trek - Main Theme (simplified)"
1,"Ray Parker Jr.","Ghostbusters (Simplified)"
1,"Sonya Belousova & Giona Ostinelli","Toss a Coin to Your Witcher (Simplified)"
1,"Rebecca Sugar","Steven Universe - Love Like You"
1,"Rebecca Sugar","Adventure Time - Time Adventure"
1,"Jeremy Zuckerman","Avatar: The Last Airbender - Main Theme"
1,"Jeremy Zuckerman","The Legend of Korra - Main Theme"
1,"Kate Bush","Running Up That Hill (Kate Bush - Simplified)"
1,"Billie Eilish & Finneas O'Connell","What Was I Made For? (Billie Eilish - Simplified)"
1,"Miley Cyrus","Flowers (Miley Cyrus - Simplified)"
1,"Taylor Swift","Anti-Hero (Taylor Swift - Simplified)"
1,"Ariana Grande","Thank U, Next (Ariana Grande - Simplified)"
1,"Ariana Grande","7 rings (Ariana Grande - Simplified)"
1,"Lizzo","Juice (Lizzo - Simplified)"
1,"Harry Styles","Sign of the Times (Harry Styles - Simplified)"
1,"Jay Ferguson","The Office Theme (with simple chords)"
1,"Gaby Moreno & Vincent Jones","Parks and Recreation - Main Theme (simplified)"
1,"John Dylan Keith","Bob's Burgers - Main Theme (simplified)"
1,"Ryan Elder","Rick and Morty - Main Theme (simplified)"
1,"Luciano Michelini","Curb Your Enthusiasm - Frolic"
1,"Jonathan Wolff","Seinfeld - Main Theme (simplified bassline)"
1,"Angelo Badalamenti","Twin Peaks - Main Theme"
1,"Nicholas Britell","Succession - Main Theme (simplified)"
1,"Cristobal Tapia de Veer","The White Lotus - Aloha! (simplified)"
1,"Kyle Dixon & Michael Stein","Stranger Things - Main Theme (simplified synth)"
1,"Ludwig Göransson","The Mandalorian - Main Theme (simplified flute)"
2,"Yann Tiersen","Comptine d'un autre été, l'après-midi (Amélie)"
2,"Nobuo Uematsu","To Zanarkand (Full simple version)"
2,"Joe Hisaishi","One Summer's Day (Spirited Away - Simplified)"
2,"Joe Hisaishi","Carrying You (Laputa: Castle in the Sky)"
2,"Joe Hisaishi","The Name of Life (Spirited Away - Simplified)"
2,"Toshiro Masuda","Hinata vs. Neji (Naruto)"
2,"Joe Hisaishi","Kiki's Delivery Service (Main Theme)"
2,"Yoko Shimomura","Roxas's Theme (Kingdom Hearts II)"
2,"Koji Kondo","Song of Storms (Ocarina of Time)"
2,"Koji Kondo","Epona's Song (Ocarina of Time)"
2,"Michael Giacchino","Married Life (Up)"
2,"Joe Hisaishi","The Legend of Ashitaka (Princess Mononoke)"
2,"Justin Hurwitz","City of Stars (La La Land)"
2,"Klaus Badelt","He's a Pirate (Simplified)"
2,"Shoji Meguro","Beneath the Mask (Persona 5)"
2,"Akira Yamaoka","Promise (Reprise) (Silent Hill 2)"
2,"Yasunori Mitsuda","To Far Away Times (Chrono Trigger)"
2,"Toby Fox","Once Upon a Time (Undertale)"
2,"Joe Hisaishi","Howl's Moving Castle - The Promise of the World (Simplified)"
2,"Toby Fox","Don't Forget (Deltarune)"
2,"Koji Kondo","Gerudo Valley (Ocarina of Time)"
2,"Yu-Peng Chen","Genshin Impact - Main Theme (Simplified)"
2,"Masashi Hamauzu","Besaid Island (Final Fantasy X)"
2,"Nobuo Uematsu","Cloud Smiles (Final Fantasy VII: Advent Children)"
2,"Yasunori Mitsuda","Peaceful Days (Chrono Trigger)"
2,"Joe Hisaishi","Princess Mononoke Theme"
2,"Junichi Masuda","Route 209 (Pokémon Diamond/Pearl)"
2,"Joe Hisaishi","The Girl Who Fell from the Sky (Laputa)"
2,"Joe Hisaishi","The Path of the Wind (My Neighbor Totoro - Full simple)"
2,"Shinya Ishikawa","Wave (Nagi no Asukara)"
2,"Yoko Kanno","Catch You Catch Me (Cardcaptor Sakura)"
2,"Jun Maeda","Angel Beats! - Main Theme"
2,"Jun Maeda","Dango Daikazoku (Clannad - Full simple ver.)"
2,"Joe Hisaishi","The Days When My Mother Was There (Laputa)"
2,"Joe Hisaishi","Misty Valley (Howl's Moving Castle)"
2,"Yuki Kajiura","Tender Light (Sword Art Online)"
2,"Masashi Hamauzu","Farewell (Final Fantasy X)"
2,"Joe Hisaishi","Summer (Kikujiro's Theme - Simplified)"
2,"Takahiro Obata","Elsa and the Sea (The Promised Neverland)"
2,"Shoji Meguro","Peace of Mind (Persona 3)"
2,"John Williams","A Window to the Past (Harry Potter - Standard Simple)"
2,"John Williams","Harry's Wondrous World (Simplified)"
2,"John Williams","Diagon Alley (Full simple version)"
2,"John Williams","Buckbeak's Flight (Simplified)"
2,"Ludovico Einaudi","I Giorni (Simplified)"
2,"Yiruma","River Flows in You (Simplified)"
2,"Yiruma","May Be (Yiruma)"
2,"Yiruma","Kiss the Rain (Full simple version)"
2,"Ludovico Einaudi","Experience (Simplified Ostinato)"
2,"Yann Tiersen","La Valse d'Amélie (Simplified)"
2,"Alan Silvestri","Forrest Gump Suite (Feather Theme)"
2,"James Horner","Braveheart Theme - For the Love of a Princess"
2,"James Horner","The Ludlows (Legends of the Fall - Simplified)"
2,"James Horner","Rose's Theme (Titanic)"
2,"Aaron Zigman","The Notebook - Main Title"
2,"Harry Gregson-Williams","A Narnian Lullaby (The Chronicles of Narnia)"
2,"Craig Armstrong","Glasgow Love Theme (Love Actually)"
2,"Philip Glass","Truman Sleeps (The Truman Show)"
2,"Philip Glass","Opening (Glassworks)"
2,"Philip Glass","Metamorphosis One (Philip Glass)"
2,"Ludovico Einaudi","Una Mattina (Simplified)"
2,"Ludovico Einaudi","Fly (Intouchables - Simplified)"
2,"Sam Smith & Jimmy Napes","Writing's On The Wall (Sam Smith - James Bond)"
2,"Adele Adkins & Paul Epworth","Skyfall (Adele - James Bond)"
2,"Billie Eilish & Finneas O'Connell","No Time to Die (Billie Eilish - James Bond)"
2,"Lady Gaga, Andrew Wyatt, Anthony Rossomando, Mark Ronson","Shallow (A Star is Born - Simplified)"
2,"Kristen Anderson-Lopez & Robert Lopez","Remember Me (Coco - Full Simple Version)"
2,"Kristen Anderson-Lopez & Robert Lopez","Let It Go (Frozen - Simple Piano Solo)"
2,"Kristen Anderson-Lopez & Robert Lopez","Into the Unknown (Frozen 2 - Simple Piano Solo)"
2,"Phil Collins","You'll Be in My Heart (Tarzan)"
2,"Terry Gilkyson","The Bare Necessities (The Jungle Book)"
2,"Alan Menken","Go the Distance (Hercules)"
2,"Alan Menken","Zero to Hero (Hercules)"
2,"Matthew Wilder","I'll Make a Man Out of You (Mulan)"
2,"Alan Menken","A Friend Like Me (Aladdin)"
2,"Alan Menken","Prince Ali (Aladdin)"
2,"Alan Menken","Friend Like Me (from Aladdin)"
2,"Alan Menken","Beauty and the Beast (Full Simple Version)"
2,"Alan Menken","Be Our Guest (Beauty and the Beast)"
2,"Klaus Badelt","The Medallion Calls (Pirates of the Caribbean)"
2,"Klaus Badelt","The Black Pearl (Pirates of the Caribbean)"
2,"Klaus Badelt","Blood Ritual / Moonlight Serenade (PotC)"
2,"Hans Zimmer","The Last Samurai - Main Theme"
2,"Hans Zimmer","A Way of Life (The Last Samurai)"
2,"Hans Zimmer","Red Warrior (The Last Samurai)"
2,"Nobuo Uematsu","Cid's Theme (Final Fantasy VII)"
2,"Nobuo Uematsu","Holding My Thoughts in My Heart (FFVII)"
2,"Yasunori Mitsuda","At the Bottom of the Night (Chrono Trigger)"
2,"Koji Kondo","Song of Time (Ocarina of Time)"
2,"Koji Kondo","Market (Ocarina of Time)"
2,"Koji Kondo","Zora's Domain (Ocarina of Time)"
2,"Koji Kondo","Forest Temple (Ocarina of Time)"
2,"Koji Kondo","Fire Temple (Ocarina of Time)"
2,"Koji Kondo","Spirit Temple (Ocarina of Time)"
2,"Koji Kondo","Shadow Temple (Ocarina of Tme)"
2,"Koji Kondo","Water Temple (Ocarina of Time)"
2,"Koji Kondo","Hyrule Field (Ocarina of Time)"
2,"Clint Mansell","Requiem for a Dream - Lux Aeterna (Standard Simple)"
2,"Clint Mansell","The Fountain - Death is the Road to Awe (simplified)"
2,"Clint Mansell","Moon - Welcome to Lunar Industries (simplified)"
2,"John Williams","Star Wars - Binary Sunset (The Force Theme)"
2,"John Williams","Yoda's Theme (Simplified)"
2,"John Williams","Luke and Leia (Simplified)"
2,"John Williams","Han Solo and the Princess (Simplified)"
2,"John Williams","Cantina Band (Simplified)"
2,"John Williams","Marion's Theme (Indiana Jones)"
2,"John Williams","Short Round's Theme (Indiana Jones)"
2,"John Williams","E.T. - Flying Theme (Simplified)"
2,"John Williams","Superman - Can You Read My Mind? (Simplified)"
2,"John Williams","Hook - Main Theme (Simplified)"
2,"John Williams","Home Alone - Somewhere in My Memory (Simplified)"
2,"Ramin Djawadi","Game of Thrones - The Rains of Castamere (Vocal Line)"
2,"Ramin Djawadi","Westworld - Sweetwater Theme"
2,"Ramin Djawadi","Pacific Rim - Main Theme (Simplified)"
2,"Ramin Djawadi","Iron Man - Driving with the Top Down"
2,"James Horner","Avatar - Jake's First Flight (Simplified)"
2,"James Horner","Apollo 13 - Main Theme (Simplified)"
2,"James Horner","Field of Dreams - Main Theme (Simplified)"
2,"James Horner","Aliens - Bishop's Countdown"
2,"James Horner","Star Trek II: The Wrath of Khan - Main Theme"
2,"Thomas Newman","1917 - The Night Window"
2,"Thomas Newman","Skyfall - Main Theme (Piano part)"
2,"Thomas Newman","The Green Mile - Main Theme"
2,"Thomas Newman","The Shawshank Redemption - End Titles"
2,"Tan Dun","Crouching Tiger, Hidden Dragon - The Eternal Vow"
2,"Tan Dun","Hero - For the World"
2,"Shigeru Umebayashi","House of Flying Daggers - Lovers"
2,"Shigeru Umebayashi","In the Mood for Love - Yumeji's Theme"
2,"Joe Hisaishi","Spirited Away - The Sixth Station (Simplified)"
2,"Joe Hisaishi","Howl's Moving Castle - The Boy Who Swallowed a Star"
2,"Joe Hisaishi","Kikujiro - The Rain"
2,"Joe Hisaishi","Hana-bi - Main Theme"
2,"Matthew Gerrard & Robbie Nevil","We're All In This Together (HSM - Easy Piano)"
2,"Matthew Gerrard & Robbie Nevil","What Time Is It? (HSM 2 - Easy Piano)"
2,"Jamie Houston","Everyday (HSM 2 - Easy Piano)"
2,"Matthew Gerrard & Robbie Nevil","Now or Never (HSM 3 - Easy Piano)"
2,"Matthew Gerrard & Robbie Nevil","A Night to Remember (HSM 3 - Easy Piano)"
2,"Adam Anders & Nikki Hassman","Can I Have This Dance (HSM 3 - Easy Piano)"
2,"Ed Sheeran","The A Team (Ed Sheeran - Easy Piano)"
2,"Ed Sheeran & Benny Blanco","Castle on the Hill (Ed Sheeran - Easy Piano)"
2,"Taylor Swift, Max Martin, Shellback","Blank Space (Taylor Swift - Easy Piano)"
2,"Taylor Swift, Max Martin, Shellback, Ali Payami","Style (Taylor Swift - Easy Piano)"
2,"Adele & Paul Epworth","Rolling in the Deep (Adele - Easy Piano)"
2,"Adele & Fraser T. Smith","Set Fire to the Rain (Adele - Easy Piano)"
2,"Bruno Mars, Philip Lawrence, Ari Levine, Andrew Wyatt","When I Was Your Man (Bruno Mars - Easy Piano)"
2,"Bruno Mars, Philip Lawrence, Ari Levine","Locked Out of Heaven (Bruno Mars - Easy Piano)"
2,"Lady Gaga & Rob Fusari","Paparazzi (Lady Gaga - Easy Piano)"
2,"Lorde & Joel Little","Royals (Lorde - Easy Piano)"
2,"Camila Cabello, Pharrell Williams, etc.","Havana (Camila Cabello - Easy Piano)"
2,"Shawn Mendes, Camila Cabello, etc.","Señorita (Shawn Mendes & Camila Cabello - Easy Piano)"
2,"Marshmello & Bastille","Happier (Marshmello & Bastille - Easy Piano)"
2,"The Chainsmokers & Coldplay","Something Just Like This (The Chainsmokers & Coldplay - Easy Piano)"
2,"Imagine Dragons","Demons (Imagine Dragons - Easy Piano)"
2,"Imagine Dragons","Believer (Imagine Dragons - Easy Piano)"
2,"The Lumineers","Ho Hey (The Lumineers - Easy Piano)"
2,"Phillip Phillips","Home (Phillip Phillips - Easy Piano)"
2,"Vance Joy","Riptide (Vance Joy - Easy Piano)"
2,"Foster the People","Pumped Up Kicks (Foster the People - Easy Piano)"
2,"The Neighbourhood","Sweater Weather (The Neighbourhood - Easy Piano)"
2,"Hozier","Take Me to Church (Hozier - Easy Piano)"
2,"Toto","Africa (Toto - Easy Piano)"
2,"Journey","Don't Stop Believin' (Journey - Easy Piano)"
2,"Survivor","Eye of the Tiger (Survivor - Easy Piano)"
2,"Bon Jovi","Livin' on a Prayer (Bon Jovi - Easy Piano)"
2,"Guns N' Roses","Sweet Child o' Mine (Guns N' Roses - Riff)"
2,"Lynyrd Skynyrd","Sweet Home Alabama (Lynyrd Skynyrd - Easy Piano)"
2,"Dexys Midnight Runners","Come on Eileen (Dexys Midnight Runners - Easy Piano)"
2,"a-ha","Take on Me (a-ha - Synth Riff)"
2,"Katrina & The Waves","Walking on Sunshine (Katrina & The Waves - Easy Piano)"
2,"Cyndi Lauper","Girls Just Want to Have Fun (Cyndi Lauper - Easy Piano)"
2,"Whitney Houston","I Wanna Dance with Somebody (Whitney Houston - Easy Piano)"
2,"Madonna","Like a Virgin (Madonna - Easy Piano)"
2,"Madonna","Material Girl (Madonna - Easy Piano)"
2,"The Beatles","I Want to Hold Your Hand (The Beatles - Easy Piano)"
2,"The Beatles","Here Comes the Sun (The Beatles - Easy Piano)"
2,"The Beatles","Blackbird (The Beatles - Easy Piano)"
2,"Bee Gees","Stayin' Alive (Bee Gees - Easy Piano)"
2,"Bee Gees","How Deep Is Your Love (Bee Gees - Easy Piano)"
2,"Earth, Wind & Fire","September (Earth, Wind & Fire - Easy Piano)"
2,"The Temptations","My Girl (The Temptations - Easy Piano)"
2,"Four Tops","I Can't Help Myself (Sugar Pie, Honey Bunch) (Four Tops)"
2,"Marvin Gaye & Tammi Terrell","Ain't No Mountain High Enough (Marvin Gaye & Tammi Terrell)"
2,"Alan Silvestri","Back to the Future (Main Theme - Easy Piano)"
2,"Cyndi Lauper","The Goonies 'R' Good Enough (Easy Piano)"
2,"Huey Lewis and the News","The Power of Love (Huey Lewis - Easy Piano)"
2,"Danny Elfman","What's This? (The Nightmare Before Christmas)"
2,"Danny Elfman","Jack's Lament (The Nightmare Before Christmas)"
2,"Danny Elfman","Oogie Boogie's Song (The Nightmare Before Christmas)"
2,"Danny Elfman","Main Titles (Beetlejuice)"
2,"Danny Elfman","Main Theme (Edward Scissorhands)"
2,"Michael Giacchino","The Incredibles - Main Theme (Simplified)"
2,"Michael Giacchino","Ratatouille - Le Festin"
2,"Michael Giacchino","Star Trek (2009) - Main Theme (Simplified)"
2,"Michael Giacchino","Lost - Life and Death (Simplified)"
2,"Alan Silvestri","Cast Away - End Credits"
2,"Alan Silvestri","The Polar Express - Main Theme"
2,"Bill Conti","Rocky - Going the Distance"
2,"Bill Conti","The Karate Kid - Main Theme"
2,"Ennio Morricone","The Mission - Gabriel's Oboe (Simplified)"
2,"Ennio Morricone","Once Upon a Time in the West - Main Theme"
2,"Jim Jacobs & Warren Casey","Summer Nights (Grease - Easy Piano)"
2,"John Farrar","You're the One That I Want (Grease - Easy Piano)"
2,"Richard Rodgers","The Sound of Music - Title Song (Easy Piano)"
2,"Richard Rodgers","My Favorite Things (Easy Piano)"
2,"John Kander","Cell Block Tango (Chicago - Simplified)"
2,"John Kander","When You're Good to Mama (Chicago)"
2,"Leonard Bernstein","Maria (West Side Story - Simplified)"
2,"Leonard Bernstein","Somewhere (West Side Story - Simplified)"
2,"Leonard Bernstein","I Feel Pretty (West Side Story - Simplified)"
2,"Leonard Bernstein","America (West S.ide Story - Simplified)"
2,"Jerry Bock","If I Were a Rich Man (Fiddler on the Roof)"
2,"Jerry Bock","Matchmaker, Matchmaker (Fiddler on the Roof)"
2,"Jerry Bock","Sunrise, Sunset (Fiddler on the Roof)"
2,"Mark Snow","The X-Files Theme (Full simple version)"
2,"Kyle Dixon & Michael Stein","Stranger Things - Main Theme (Simplified)"
2,"RJD2","Mad Men - A Beautiful Mine"
2,"Dave Porter","Breaking Bad - Main Theme"
2,"Nick Cave & The Bad Seeds","Peaky Blinders - Red Right Hand"
2,"Hans Zimmer","The Crown - Main Theme (Simplified)"
2,"Gary Portnoy","Cheers - Where Everybody Knows Your Name"
2,"Bruce Miller","Frasier - Tossed Salads and Scrambled Eggs"
2,"Will Smith & Quincy Jones","The Fresh Prince of Bel-Air - Main Theme"
2,"The Rembrandts","I'll Be There for You (Friends - Easy Piano)"
3,"John Williams","Hedwig's Theme (Harry Potter - Full Version)"
3,"Joe Hisaishi","One Summer's Day (Spirited Away - Standard)"
3,"Yiruma","River Flows in You"
3,"Nobuo Uematsu","Tifa's Theme (Final Fantasy VII)"
3,"Michiru Oshima","Brothers (Fullmetal Alchemist)"
3,"Keiichi Okabe","Weight of the World (Nier: Automata)"
3,"Nobuo Uematsu","Suteki Da Ne (Final Fantasy X)"
3,"Joe Hisaishi","Merry-Go-Round of Life (Howl's Moving Castle - Simplified)"
3,"Yasuharu Takanashi","Fairy Tail - Main Theme (Ballad Version)"
3,"Alan Silvestri","Forrest Gump Suite"
3,"Ryuichi Sakamoto","Merry Christmas, Mr. Lawrence"
3,"Yasunori Mitsuda","Schala's Theme (Chrono Trigger - Full Arrangement)"
3,"Utada Hikaru","Simple and Clean (Kingdom Hearts)"
3,"Justin Hurwitz","Mia & Sebastian's Theme (La La Land)"
3,"Akira Yamaoka","Theme of Laura (Silent Hill 2)"
3,"Kayo Konishi & Yukio Kondō","Lilium (Elfen Lied)"
3,"Nobuo Uematsu","Zanarkand (Final Fantasy X - Standard Arr.)"
3,"Howard Shore","Gollum's Song (The Lord of the Rings)"
3,"Yasunori Mitsuda","Corridors of Time (Chrono Trigger)"
3,"Yasunori Nishiki","Octopath Traveler - Main Theme"
3,"Joe Hisaishi","Howl's Moving Castle - The Promise of the World (Standard)"
3,"Nobuo Uematsu","Aria (Final Fantasy VI)"
3,"Keiichi Okabe","Song of the Ancients / Devola (Nier)"
3,"Junichi Masuda","Pokémon League (Red/Blue)"
3,"Go Shiina","Kamado Tanjiro no Uta (Demon Slayer)"
3,"Minako Hamano","Ballad of the Wind Fish (Link's Awakening)"
3,"Takashi Tateishi","Dr. Wily's Castle (Mega Man 2)"
3,"Shiro Sagisu","Never Meant to Belong (Bleach)"
3,"Joe Hisaishi","Secret of the Forest (My Neighbor Totoro)"
3,"Masaru Yokoyama","Yuujin A (Your Lie in April)"
3,"Noriko Matsueda & Takahito Eguchi","Eternity: Memory of Lightwaves (FFX-2)"
3,"Yoko Kanno","The Real Folk Blues (Cowboy Bebop - Ballad Ver.)"
3,"Shoji Meguro","Poem for Everyone's Souls (Persona)"
3,"Hans Zimmer","Davy Jones Theme (Pirates of the Caribbean)"
3,"Masashi Hamauzu","Vanille's Theme (Final Fantasy XIII)"
3,"Keiichi Okabe","Kaine / Salvation (Nier)"
3,"Nobuo Uematsu","Main Theme (Final Fantasy VII)"
3,"Takahiro Obata","Isabella's Lullaby (The Promised Neverland)"
3,"Takeshi Ike","Omoide wa Okkusenman!"
3,"Junichi Masuda","Ecruteak City / Cianwood City Theme (Pokémon Gold/Silver)"
3,"Ludovico Einaudi","Nuvole Bianche"
3,"Ludovico Einaudi","Primavera"
3,"Ludovico Einaudi","I Giorni"
3,"Ludovico Einaudi","Una Mattina"
3,"Ludovico Einaudi","Le Onde"
3,"Yiruma","Kiss the Rain"
3,"Yiruma","Maybe"
3,"James Horner","The Ludlows (Legends of the Fall)"
3,"Howard Shore","The Breaking of the Fellowship (Lord of the Rings)"
3,"Howard Shore","The Bridge of Khazad-dûm (Lord of the Rings)"
3,"Howard Shore","Rohan (Lord of the Rings)"
3,"Howard Shore","Evenstar (Lord of the Rings)"
3,"Annie Lennox, Fran Walsh, Howard Shore","Into the West (Lord of the Rings)"
3,"Hans Zimmer","Chevaliers de Sangreal (The Da Vinci Code - Simplified)"
3,"Hans Zimmer","Time (Inception - Simplified)"
3,"Hans Zimmer & Lisa Gerrard","Now We Are Free (Gladiator - Simplified)"
3,"Ramin Djawadi","Light of the Seven (Game of Thrones)"
3,"Ramin Djawadi","The Night King (Game of Thrones)"
3,"Ramin Djawadi","A Lannister Always Pays His Debts (Rains of Castamere)"
3,"The Cinematic Orchestra","Arrival of the Birds (The Crimson Wing)"
3,"The Cinematic Orchestra","To Build a Home (The Cinematic Orchestra)"
3,"Justin Hurwitz","Epilogue (La La Land)"
3,"Justin Hurwitz","Audition (The Fools Who Dream)"
3,"John Williams","Main Theme (Schindler's List)"
3,"James Horner","Hymn to the Sea (Titanic)"
3,"Hans Zimmer","Tennessee (Pearl Harbor)"
3,"Hans Zimmer & John Powell","Oogway Ascends (Kung Fu Panda)"
3,"Thomas Newman","Define Dancing (WALL-E)"
3,"Thomas Newman","Nemo Egg (Finding Nemo)"
3,"Nick Cave & The Bad Seeds","Where the Wild Roses Grow"
3,"Radiohead","Exit Music (For a Film)"
3,"David Bowie","As the World Falls Down (Labyrinth)"
3,"Gustavo Santaolalla","The Last of Us Part II - Main Theme"
3,"Patrick Doyle","Hogwarts' March (Harry Potter and the Goblet of Fire)"
3,"Patrick Doyle","Neville's Waltz (Harry Potter and the Goblet of Fire)"
3,"Nicholas Hooper","Professor Umbridge (Harry Potter and the Order of the Phoenix)"
3,"Nicholas Hooper","Dumbledore's Army (Harry Potter and the Order of the Phoenix)"
3,"John Williams","A Journey to Hogwarts"
3,"John Williams","The Chamber of Secrets"
3,"John Williams","Gilderoy Lockhart"
3,"John Williams","Moaning Myrtle"
3,"John Williams","Mischief Managed!"
3,"John Williams","Lumos! (Hedwig's Theme)"
3,"John Williams","Secrets of the Castle"
3,"Patrick Doyle","Hogwarts Hymn"
3,"Alexandre Desplat","Statues (Harry Potter and the Deathly Hallows Part 2)"
3,"Patrick Doyle","Dragon Flight (Harry Potter and the Goblet of Fire)"
3,"Justin Hurwitz","Another's Arms (La La Land)"
3,"Justin Hurwitz","Planetarium (La La Land)"
3,"Justin Hurwitz","Engagement Party (La La Land)"
3,"John Powell","The Cave (How to Train Your Dragon)"
3,"John Powell","This Is Berk (How to Train Your Dragon)"
3,"John Powell","Romantic Flight (How to Train Your Dragon)"
3,"John Powell","Where's Hiccup? (How to Train Your Dragon)"
3,"Alan Menken","Kingdom Dance (Tangled)"
3,"Alan Menken","I See the Light (Tangled)"
3,"Alex Mandel","Touch the Sky (Brave)"
3,"Clint Mansell","Requiem for a Dream - Lux Aeterna (Full Simple Arr.)"
3,"Clint Mansell","The Fountain - Together We Will Live Forever"
3,"Clint Mansell","Stoker - In the Garden"
3,"John Williams","Raiders March (Indiana Jones - Standard)"
3,"John Williams","The Asteroid Field (Star Wars - Simplified)"
3,"John Williams","Battle of the Heroes (Star Wars - Simplified)"
3,"John Williams","Anakin's Theme (Star Wars)"
3,"John Williams","Rey's Theme (Star Wars)"
3,"John Williams","March of the Resistance (Star Wars)"
3,"Ludwig Göransson","The Mandalorian - Main Theme (Simplified)"
3,"Hans Zimmer","Dune - Paul's Dream"
3,"Hans Zimmer & Benjamin Wallfisch","Blade Runner 2049 - Sea Wall"
3,"Hans Zimmer","Man of Steel - Main Theme (Simplified)"
3,"Hans Zimmer","The Dark Knight Rises - Main Theme (Simplified)"
3,"Jóhann Jóhannsson","Arrival - Main Theme"
3,"Jóhann Jóhannsson","Sicario - The Beast"
3,"Jóhann Jóhannsson","Prisoners - The Lord's Prayer"
3,"Dario Marianelli","Atonement - Elegy for Dunkirk (Simplified)"
3,"Dario Marianelli","Pride & Prejudice - Liz on Top of the World"
3,"Dario Marianelli","Anna Karenina - Overture"
3,"Jonny Greenwood","There Will Be Blood - Open Spaces"
3,"Jonny Greenwood","Phantom Thread - House of Woodcock"
3,"Jonny Greenwood","The Master - Alethia"
3,"Hans Zimmer","Interstellar - No Time for Caution (Simplified)"
3,"Hans Zimmer & Blake Neely","The Pacific - Honor (Main Theme)"
3,"Michael Kamen","Band of Brothers - Main Theme"
3,"Gabriel Yared","The English Patient - Main Theme"
3,"Gabriel Yared","Cold Mountain - Ada Plays"
3,"Nicola Piovani","Life is Beautiful - Main Theme"
3,"Luis Bacalov","The Postman (Il Postino) - Main Theme"
3,"Yann Tiersen","Amelie - La Noyée"
3,"Yann Tiersen","Goodbye Lenin! - Summer 78"
3,"Christopher Larkin","Hollow Knight - Main Theme"
3,"Lena Raine","Celeste - First Steps"
3,"Austin Wintory","Journey - Nascence"
3,"Berlinist","Gris - Main Theme"
3,"Randy Petersen & Kevin Quinn","Bop to the Top (High School Musical)"
3,"Antonina Armato & Tim James","Bet On It (High School Musical 2)"
